执行时间|信号日期|模式|股票代码|股票名称|信号价格|评分|详情
2025-11-03 22:01:23|2025-11-03|rebound_a|601231|环旭电子|24.01|0|*** 止跌反弹买入信号触发 @ 24.01 ***; 主升浪高点: 26.18 (2025-10-29); 回调幅度: 8.29%; 买入仓位: 80%
2025-11-03 22:01:23|2025-11-03|rebound_a|601611|中国核建|13.36|0|*** 止跌反弹买入信号触发 @ 13.36 ***; 主升浪高点: 13.93 (2025-10-27); 回调幅度: 4.09%; 买入仓位: 80%
2025-11-04 19:54:21|2025-11-04|breakout_a|002212|天融信|11.08|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.14 (VCP 参考: VCP-C, Score: 2.01) ***
2025-11-04 19:54:21|2025-11-04|breakout_a|002418|康盛股份|5.34|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.61)
2025-11-04 19:54:21|2025-11-04|breakout_a|300589|江龙船艇|15.30|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.99 (VCP 参考: VCP-C, Score: 2.12) ***
2025-11-04 19:54:21|2025-11-04|breakout_a|301391|卡莱特|94.93|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.54 (VCP 参考: VCP-D, Score: 1.34) ***
2025-11-04 19:54:21|2025-11-04|breakout_a|600010|包钢股份|2.80|0|买入信号: 止损纠错 (价格=2.80 在MA5±区间内 (+5.7%), VCP: VCP-B, Score: 3.20)
2025-11-04 19:54:21|2025-11-04|breakout_a|600203|福日电子|14.80|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.39 (VCP 参考: VCP-B, Score: 3.32) ***
2025-11-04 19:54:21|2025-11-04|breakout_a|603185|弘元绿能|29.77|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 1.16)
2025-11-04 19:56:16|2025-11-04|rebound_a|001231|农心科技|23.15|0|*** 止跌反弹买入信号触发 @ 23.15 ***; 主升浪高点: 28.51 (2025-10-27); 回调幅度: 18.80%; 买入仓位: 80%
2025-11-04 19:56:16|2025-11-04|rebound_a|002512|达华智能|5.15|0|*** 止跌反弹买入信号触发 @ 5.15 ***; 主升浪高点: 5.40 (2025-10-28); 回调幅度: 4.63%; 买入仓位: 80%
2025-11-04 19:56:16|2025-11-04|rebound_a|603232|格尔软件|24.78|0|*** 止跌反弹买入信号触发 @ 24.78 ***; 主升浪高点: 25.69 (2025-10-30); 回调幅度: 3.54%; 买入仓位: 80%
2025-11-05 20:07:15|2025-11-05|breakout_a|000657|中钨高新|25.05|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 1.00 (VCP 参考: VCP-D, Score: 1.15) ***
2025-11-05 20:07:15|2025-11-05|breakout_a|002554|惠博普|3.75|0|买入信号: 止损纠错 (价格=3.75 在MA5±区间内 (+5.3%), VCP: VCP-C, Score: 1.75)
2025-11-05 20:07:15|2025-11-05|breakout_a|002611|东方精工|21.84|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.91 (VCP 参考: VCP-D, Score: 1.31) ***
2025-11-05 20:07:15|2025-11-05|breakout_a|002820|桂发祥|13.52|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.50 (VCP 参考: VCP-B, Score: 2.87) ***
2025-11-05 20:07:15|2025-11-05|breakout_a|002905|金逸影视|11.72|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.56 (VCP 参考: VCP-B, Score: 3.25) ***
2025-11-05 20:07:15|2025-11-05|breakout_a|002942|新农股份|20.85|0|买入信号: 止损纠错 (价格=20.85 在MA5±区间内 (+1.9%), VCP: VCP-B, Score: 2.68)
2025-11-05 20:07:15|2025-11-05|breakout_a|300071|福石控股|5.92|0|买入信号: 回踩确认 (价格=5.92 在MA5±区间内 (+9.1%), VCP: VCP-D, Score: 0.97)
2025-11-05 20:07:15|2025-11-05|breakout_a|300730|科创信息|19.50|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.47 (VCP 参考: VCP-B, Score: 2.76) ***
2025-11-05 20:07:15|2025-11-05|breakout_a|600103|青山纸业|3.98|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.82 (VCP 参考: VCP-C, Score: 1.74) ***
2025-11-05 20:07:15|2025-11-05|breakout_a|600308|华泰股份|4.42|0|买入信号: 回踩确认 (价格=4.42 在MA5±区间内 (+7.8%), VCP: VCP-C, Score: 1.52)
2025-11-05 20:07:15|2025-11-05|breakout_a|601360|三六零|12.72|0|买入信号: 回踩确认 (价格=12.72 在MA5±区间内 (+3.3%), VCP: VCP-C, Score: 1.55)
2025-11-05 20:07:15|2025-11-05|breakout_a|603088|宁波精达|12.68|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.16 (VCP 参考: VCP-C, Score: 1.75) ***
2025-11-05 20:07:15|2025-11-05|breakout_a|603169|兰石重装|10.58|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.12 (VCP 参考: VCP-D, Score: 0.70) ***
2025-11-05 20:09:07|2025-11-05|rebound_a|000962|东方钽业|31.00|0|*** 止跌反弹买入信号触发 @ 31.00 ***; 主升浪高点: 34.20 (2025-10-29); 回调幅度: 9.36%; 买入仓位: 80%
2025-11-05 20:09:07|2025-11-05|rebound_a|002278|神开股份|12.76|0|*** 止跌反弹买入信号触发 @ 12.76 ***; 主升浪高点: 15.88 (2025-10-27); 回调幅度: 19.65%; 买入仓位: 80%
2025-11-05 20:09:07|2025-11-05|rebound_a|300128|锦富技术|7.72|0|*** 止跌反弹买入信号触发 @ 7.72 ***; 主升浪高点: 8.68 (2025-10-28); 回调幅度: 11.06%; 买入仓位: 80%
2025-11-05 20:09:07|2025-11-05|rebound_a|601608|中信重工|7.29|0|*** 止跌反弹买入信号触发 @ 7.29 ***; 主升浪高点: 7.15 (2025-10-23); 回调幅度: -1.96%; 买入仓位: 80%
2025-11-05 20:09:07|2025-11-05|rebound_a|603038|华立股份|20.24|0|*** 止跌反弹买入信号触发 @ 20.24 ***; 主升浪高点: 21.66 (2025-10-20); 回调幅度: 6.56%; 买入仓位: 80%
2025-11-05 20:09:07|2025-11-05|rebound_a|688183|生益电子|109.40|0|*** 止跌反弹买入信号触发 @ 109.40 ***; 主升浪高点: 114.70 (2025-10-29); 回调幅度: 4.62%; 买入仓位: 80%
2025-11-05 20:09:07|2025-11-05|rebound_a|688308|欧科亿|28.48|0|*** 止跌反弹买入信号触发 @ 28.48 ***; 主升浪高点: 33.00 (2025-10-30); 回调幅度: 13.70%; 买入仓位: 80%
2025-11-05 20:09:07|2025-11-05|rebound_a|688498|源杰科技|529.49|0|*** 止跌反弹买入信号触发 @ 529.49 ***; 主升浪高点: 496.78 (2025-10-21); 回调幅度: -6.58%; 买入仓位: 80%
2025-11-06 21:10:20|2025-11-06|breakout_a|002333|罗普斯金|6.16|0|买入信号: 回踩确认 (价格=6.16 在MA5±区间内 (+2.1%), VCP: VCP-C, Score: 1.72)
2025-11-06 21:10:20|2025-11-06|breakout_a|002639|雪人集团|13.37|0|买入信号: 回踩确认 (价格=13.37 在MA5±区间内 (+8.0%), VCP: VCP-D, Score: 1.00)
2025-11-06 21:10:20|2025-11-06|breakout_a|002975|博杰股份|76.26|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.00 (VCP 参考: VCP-D, Score: 0.98) ***
2025-11-06 21:10:20|2025-11-06|breakout_a|300591|万里马|11.40|0|买入信号: 回踩确认 (价格=11.40 在MA5±区间内 (+0.2%), VCP: VCP-D, Score: 1.32)
2025-11-06 21:10:20|2025-11-06|breakout_a|301448|开创电气|68.55|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.28 (VCP 参考: VCP-C, Score: 1.61) ***
2025-11-06 21:10:20|2025-11-06|breakout_a|600293|三峡新材|3.31|0|买入信号: 止损纠错 (价格=3.31 在MA5±区间内 (+0.6%), VCP: VCP-C, Score: 2.08)
2025-11-06 21:10:20|2025-11-06|breakout_a|600977|中国电影|17.25|0|买入信号: 回踩确认 (价格=17.25 在MA5±区间内 (+8.2%), VCP: VCP-B, Score: 2.58)
2025-11-06 21:10:20|2025-11-06|breakout_a|601929|吉视传媒|4.44|0|买入信号: 回踩确认 (价格=4.44 在MA5±区间内 (+2.7%), VCP: VCP-C, Score: 2.09)
2025-11-06 21:10:20|2025-11-06|breakout_a|603098|森特股份|15.05|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.24 (VCP 参考: VCP-B, Score: 2.75) ***
2025-11-06 21:12:18|2025-11-06|rebound_a|300520|科大国创|44.10|0|*** 止跌反弹买入信号触发 @ 44.10 ***; 主升浪高点: 45.82 (2025-10-30); 回调幅度: 3.75%; 买入仓位: 80%
2025-11-06 21:12:18|2025-11-06|rebound_a|688027|国盾量子|564.23|0|*** 止跌反弹买入信号触发 @ 564.23 ***; 主升浪高点: 599.00 (2025-10-30); 回调幅度: 5.80%; 买入仓位: 80%
2025-11-07 22:42:25|2025-11-07|breakout_a|002205|国统股份|15.75|0|买入信号: 止损纠错 (价格=15.75 在MA5±区间内 (+4.2%), VCP: VCP-C, Score: 2.09)
2025-11-07 22:42:25|2025-11-07|breakout_a|002256|兆新股份|3.39|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.80 (VCP 参考: VCP-C, Score: 2.30) ***
2025-11-07 22:42:25|2025-11-07|breakout_a|002300|太阳电缆|7.86|0|买入信号: 回踩确认 (价格=7.86 在MA5±区间内 (+8.9%), VCP: VCP-D, Score: 1.08)
2025-11-07 22:42:25|2025-11-07|breakout_a|002591|恒大高新|7.39|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.58)
2025-11-07 22:42:25|2025-11-07|breakout_a|002718|友邦吊顶|28.17|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.33 (VCP 参考: VCP-D, Score: 1.01) ***
2025-11-07 22:42:25|2025-11-07|breakout_a|002767|先锋电子|19.73|0|买入信号: 止损纠错 (价格=19.73 在MA5±区间内 (-0.4%), VCP: VCP-C, Score: 1.82)
2025-11-07 22:42:25|2025-11-07|breakout_a|002823|凯中精密|18.42|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.19 (VCP 参考: VCP-C, Score: 2.14) ***
2025-11-07 22:42:25|2025-11-07|breakout_a|600218|全柴动力|10.75|0|买入信号: 回踩确认 (价格=10.75 在MA5±区间内 (+5.8%), VCP: VCP-C, Score: 2.06)
2025-11-07 22:42:25|2025-11-07|breakout_a|600776|东方通信|13.20|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.31 (VCP 参考: VCP-B, Score: 3.19) ***
2025-11-07 22:42:25|2025-11-07|breakout_a|603948|建业股份|28.20|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.66 (VCP 参考: VCP-C, Score: 2.30) ***
2025-11-07 22:44:33|2025-11-07|rebound_a|000599|青岛双星|6.39|0|*** 止跌反弹买入信号触发 @ 6.39 ***; 主升浪高点: 7.66 (2025-10-28); 回调幅度: 16.58%; 买入仓位: 80%
2025-11-07 22:44:33|2025-11-07|rebound_a|300163|先锋新材|5.04|0|*** 止跌反弹买入信号触发 @ 5.04 ***; 主升浪高点: 5.18 (2025-10-31); 回调幅度: 2.70%; 买入仓位: 80%
2025-11-10 20:47:14|2025-11-10|breakout_a|000561|烽火电子|11.97|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.39 (VCP 参考: VCP-B, Score: 3.29) ***
2025-11-10 20:47:14|2025-11-10|breakout_a|300055|万邦达|9.09|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.91 (VCP 参考: VCP-D, Score: 1.37) ***
2025-11-10 20:47:14|2025-11-10|breakout_a|600110|诺德股份|7.20|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.62 (VCP 参考: VCP-B, Score: 3.40) ***
2025-11-10 20:47:14|2025-11-10|breakout_a|600697|欧亚集团|14.10|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.29 (VCP 参考: VCP-B, Score: 3.01) ***
2025-11-10 20:47:14|2025-11-10|breakout_a|600815|厦工股份|4.02|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 1.13)
2025-11-10 20:47:14|2025-11-10|breakout_a|603052|可川科技|35.18|0|买入信号: 回踩确认 (价格=35.18 在MA5±区间内 (+0.5%), VCP: VCP-D, Score: 1.26)
2025-11-10 20:47:14|2025-11-10|breakout_a|603124|江南新材|89.66|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 1.29 (VCP 参考: VCP-C, Score: 1.83) ***
2025-11-10 20:47:14|2025-11-10|breakout_a|603162|海通发展|11.43|0|买入信号: 止损纠错 (价格=11.43 在MA5±区间内 (+1.7%), VCP: VCP-C, Score: 2.07)
2025-11-10 20:49:30|2025-11-10|rebound_a|002790|瑞尔特|9.21|0|*** 止跌反弹买入信号触发 @ 9.21 ***; 主升浪高点: 12.02 (2025-10-31); 回调幅度: 23.38%; 买入仓位: 80%
2025-11-10 20:49:30|2025-11-10|rebound_a|600683|京投发展|4.87|0|*** 止跌反弹买入信号触发 @ 4.87 ***; 主升浪高点: 5.73 (2025-10-31); 回调幅度: 15.01%; 买入仓位: 80%
2025-11-10 20:49:30|2025-11-10|rebound_a|603778|国晟科技|5.81|0|*** 止跌反弹买入信号触发 @ 5.81 ***; 主升浪高点: 4.60 (2025-10-24); 回调幅度: -26.30%; 买入仓位: 80%
2025-11-11 21:41:42|2025-11-11|breakout_a|000514|渝 开 发|6.21|0|买入信号: 回踩确认 (价格=6.21 在MA5±区间内 (+2.6%), VCP: VCP-C, Score: 2.06)
2025-11-11 21:41:42|2025-11-11|breakout_a|000533|顺钠股份|9.91|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 1.10)
2025-11-11 21:41:42|2025-11-11|breakout_a|001209|洪兴股份|26.11|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.81)
2025-11-11 21:41:42|2025-11-11|breakout_a|002598|山东章鼓|12.25|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.27 (VCP 参考: VCP-B, Score: 3.29) ***
2025-11-11 21:41:42|2025-11-11|breakout_a|002617|露笑科技|9.35|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.57 (VCP 参考: VCP-B, Score: 3.20) ***
2025-11-11 21:41:42|2025-11-11|breakout_a|002622|皓宸医疗|3.49|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.27 (VCP 参考: VCP-B, Score: 2.90) ***
2025-11-11 21:41:42|2025-11-11|breakout_a|002631|德尔未来|5.65|0|买入信号: 止损纠错 (价格=5.65 在MA5±区间内 (+2.8%), VCP: VCP-B, Score: 3.39)
2025-11-11 21:41:42|2025-11-11|breakout_a|002915|中欣氟材|28.11|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.15 (VCP 参考: VCP-B, Score: 3.20) ***
2025-11-11 21:41:42|2025-11-11|breakout_a|300444|双杰电气|10.47|0|买入信号: 回踩确认 (价格=10.47 在MA5±区间内 (+2.1%), VCP: VCP-D, Score: 0.90)
2025-11-11 21:41:42|2025-11-11|breakout_a|600076|康欣新材|3.04|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.38 (VCP 参考: VCP-B, Score: 3.21) ***
2025-11-11 21:41:42|2025-11-11|breakout_a|600475|华光环能|19.15|6|买入信号:【快速通道】【B级】 (VCP: VCP-B, Score: 2.75)
2025-11-11 21:41:42|2025-11-11|breakout_a|600550|保变电气|11.28|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 1.21)
2025-11-11 21:41:42|2025-11-11|breakout_a|600691|潞化科技|3.41|0|买入信号: 回踩确认 (价格=3.41 在MA5±区间内 (+5.2%), VCP: VCP-C, Score: 1.87)
2025-11-11 21:41:42|2025-11-11|breakout_a|600706|曲江文旅|11.07|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.28 (VCP 参考: VCP-B, Score: 2.74) ***
2025-11-11 21:41:42|2025-11-11|breakout_a|603038|华立股份|21.14|0|买入信号: 止损纠错 (价格=21.14 在MA5±区间内 (+1.3%), VCP: VCP-B, Score: 2.84)
2025-11-11 21:41:42|2025-11-11|breakout_a|603363|傲农生物|5.80|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.65 (VCP 参考: VCP-C, Score: 2.03) ***
2025-11-11 21:41:42|2025-11-11|breakout_a|603618|杭电股份|9.40|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 2.02)
2025-11-11 21:41:42|2025-11-11|breakout_a|603717|天域生物|9.63|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.26 (VCP 参考: VCP-B, Score: 2.96) ***
2025-11-11 21:41:42|2025-11-11|breakout_a|688652|京仪装备|102.50|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.95)
2025-11-11 21:43:47|2025-11-11|rebound_a|000892|欢瑞世纪|7.54|0|*** 止跌反弹买入信号触发 @ 7.54 ***; 主升浪高点: 8.15 (2025-11-05); 回调幅度: 7.48%; 买入仓位: 80%
2025-11-11 21:43:47|2025-11-11|rebound_a|000955|欣龙控股|6.90|0|*** 止跌反弹买入信号触发 @ 6.90 ***; 主升浪高点: 7.07 (2025-11-04); 回调幅度: 2.40%; 买入仓位: 80%
2025-11-11 21:43:47|2025-11-11|rebound_a|002679|福建金森|13.57|0|*** 止跌反弹买入信号触发 @ 13.57 ***; 主升浪高点: 15.14 (2025-11-04); 回调幅度: 10.37%; 买入仓位: 80%
2025-11-12 21:52:15|2025-11-12|breakout_a|000923|河钢资源|18.58|0|买入信号: 止损纠错 (价格=18.58 在MA5±区间内 (+0.8%), VCP: VCP-B, Score: 3.46)
2025-11-12 21:52:15|2025-11-12|breakout_a|300102|乾照光电|14.82|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.28 (VCP 参考: VCP-C, Score: 1.54) ***
2025-11-12 21:52:15|2025-11-12|breakout_a|300774|倍杰特|18.41|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.05 (VCP 参考: VCP-D, Score: 0.82) ***
2025-11-12 21:52:15|2025-11-12|breakout_a|301307|美利信|37.49|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 2.00)
2025-11-12 21:52:15|2025-11-12|breakout_a|600939|重庆建工|4.03|0|买入信号: 回踩确认 (价格=4.03 在MA5±区间内 (-0.9%), VCP: VCP-C, Score: 1.62)
2025-11-12 21:52:15|2025-11-12|breakout_a|603396|金辰股份|36.57|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.79)
2025-11-12 21:52:15|2025-11-12|breakout_a|605188|国光连锁|26.59|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 2.06)
2025-11-12 21:54:11|2025-11-12|rebound_a|300455|航天智装|27.15|0|*** 止跌反弹买入信号触发 @ 27.15 ***; 主升浪高点: 25.45 (2025-11-05); 回调幅度: -6.68%; 买入仓位: 80%
2025-11-12 21:54:11|2025-11-12|rebound_a|301200|大族数控|119.52|0|*** 止跌反弹买入信号触发 @ 119.52 ***; 主升浪高点: 133.00 (2025-10-29); 回调幅度: 10.14%; 买入仓位: 80%
2025-11-12 21:54:11|2025-11-12|rebound_a|601231|环旭电子|22.56|0|*** 止跌反弹买入信号触发 @ 22.56 ***; 主升浪高点: 26.18 (2025-10-29); 回调幅度: 13.83%; 买入仓位: 80%
2025-11-12 21:54:11|2025-11-12|rebound_a|603629|利通电子|27.60|0|*** 止跌反弹买入信号触发 @ 27.60 ***; 主升浪高点: 30.44 (2025-11-05); 回调幅度: 9.33%; 买入仓位: 80%
2025-11-13 21:24:05|2025-11-13|breakout_a|000631|顺发恒能|3.81|0|买入信号: 回踩确认 (价格=3.81 在MA5±区间内 (+6.8%), VCP: VCP-C, Score: 1.62)
2025-11-13 21:24:05|2025-11-13|breakout_a|002183|怡 亚 通|5.41|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.04 (VCP 参考: VCP-B, Score: 2.75) ***
2025-11-13 21:24:05|2025-11-13|breakout_a|002387|维信诺|9.66|6|买入信号:【快速通道】【B级】 (VCP: VCP-F, Score: 0.34)
2025-11-13 21:24:05|2025-11-13|breakout_a|002453|华软科技|7.57|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 2.44)
2025-11-13 21:24:05|2025-11-13|breakout_a|300302|同有科技|25.25|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.69)
2025-11-13 21:24:05|2025-11-13|breakout_a|600711|盛屯矿业|12.21|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 1.43)
2025-11-13 21:24:05|2025-11-13|breakout_a|603158|腾龙股份|11.35|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.24 (VCP 参考: VCP-A, Score: 3.65) ***
2025-11-13 21:24:05|2025-11-13|breakout_a|603285|键邦股份|26.93|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.62 (VCP 参考: VCP-B, Score: 3.14) ***
2025-11-13 21:24:05|2025-11-13|breakout_a|603663|三祥新材|38.80|0|买入信号: 回踩确认 (价格=38.80 在MA5±区间内 (+7.0%), VCP: VCP-D, Score: 1.48)
2025-11-13 21:24:05|2025-11-13|breakout_a|603948|建业股份|30.91|0|买入信号: 止损纠错 (价格=30.91 在MA5±区间内 (+6.0%), VCP: VCP-C, Score: 1.92)
2025-11-13 21:26:26|2025-11-13|rebound_a|000555|神州信息|18.45|0|*** 止跌反弹买入信号触发 @ 18.45 ***; 主升浪高点: 21.90 (2025-11-04); 回调幅度: 15.75%; 买入仓位: 80%
2025-11-13 21:26:26|2025-11-13|rebound_a|001203|大中矿业|25.53|0|*** 止跌反弹买入信号触发 @ 25.53 ***; 主升浪高点: 20.22 (2025-11-03); 回调幅度: -26.26%; 买入仓位: 80%
2025-11-13 21:26:26|2025-11-13|rebound_a|002163|海南发展|14.93|0|*** 止跌反弹买入信号触发 @ 14.93 ***; 主升浪高点: 16.52 (2025-11-05); 回调幅度: 9.62%; 买入仓位: 80%
2025-11-13 21:26:26|2025-11-13|rebound_a|002181|粤 传 媒|9.85|0|*** 止跌反弹买入信号触发 @ 9.85 ***; 主升浪高点: 13.15 (2025-11-05); 回调幅度: 25.10%; 买入仓位: 80%
2025-11-13 21:26:26|2025-11-13|rebound_a|301136|招标股份|14.22|0|*** 止跌反弹买入信号触发 @ 14.22 ***; 主升浪高点: 15.59 (2025-11-05); 回调幅度: 8.79%; 买入仓位: 80%
2025-11-13 21:26:26|2025-11-13|rebound_a|600262|北方股份|26.60|0|*** 止跌反弹买入信号触发 @ 26.60 ***; 主升浪高点: 30.27 (2025-10-27); 回调幅度: 12.12%; 买入仓位: 80%
2025-11-13 21:26:26|2025-11-13|rebound_a|600302|标准股份|10.78|0|*** 止跌反弹买入信号触发 @ 10.78 ***; 主升浪高点: 12.21 (2025-11-05); 回调幅度: 11.71%; 买入仓位: 80%
2025-11-13 21:26:26|2025-11-13|rebound_a|600601|方正科技|11.22|0|*** 止跌反弹买入信号触发 @ 11.22 ***; 主升浪高点: 13.52 (2025-10-29); 回调幅度: 17.01%; 买入仓位: 80%
2025-11-14 23:49:36|2025-11-14|breakout_a|000955|欣龙控股|7.38|0|买入信号: 止损纠错 (价格=7.38 在MA5±区间内 (+7.7%), VCP: VCP-D, Score: 1.24)
2025-11-14 23:49:36|2025-11-14|breakout_a|001277|速达股份|43.96|0|买入信号: 回踩确认 (价格=43.96 在MA5±区间内 (+1.2%), VCP: VCP-D, Score: 1.42)
2025-11-14 23:49:36|2025-11-14|breakout_a|002129|TCL中环|10.91|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.91 (VCP 参考: VCP-D, Score: 1.42) ***
2025-11-14 23:49:36|2025-11-14|breakout_a|002251|步步高|5.87|6|买入信号:【快速通道】【B级】 (VCP: VCP-B, Score: 2.95)
2025-11-14 23:49:36|2025-11-14|breakout_a|002309|中利集团|3.93|0|买入信号: 回踩确认 (价格=3.93 在MA5±区间内 (+5.4%), VCP: VCP-D, Score: 1.19)
2025-11-14 23:49:36|2025-11-14|breakout_a|002639|雪人集团|14.27|0|买入信号: 止损纠错 (价格=14.27 在MA5±区间内 (+1.3%), VCP: VCP-C, Score: 1.54)
2025-11-14 23:49:36|2025-11-14|breakout_a|002691|冀凯股份|10.59|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.52)
2025-11-14 23:49:36|2025-11-14|breakout_a|002785|万里石|39.86|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.58 (VCP 参考: VCP-C, Score: 1.97) ***
2025-11-14 23:49:36|2025-11-14|breakout_a|002940|昂利康|47.00|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 1.17 (VCP 参考: VCP-B, Score: 2.56) ***
2025-11-14 23:49:36|2025-11-14|breakout_a|300393|中来股份|8.75|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 1.40)
2025-11-14 23:49:36|2025-11-14|breakout_a|300706|阿石创|41.75|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.69 (VCP 参考: VCP-B, Score: 3.42) ***
2025-11-14 23:49:36|2025-11-14|breakout_a|300959|线上线下|146.55|0|买入信号: 回踩确认 (价格=146.55 在MA5±区间内 (+2.4%), VCP: VCP-D, Score: 0.90)
2025-11-14 23:49:36|2025-11-14|breakout_a|600429|三元股份|6.55|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.79)
2025-11-14 23:49:36|2025-11-14|breakout_a|600759|洲际油气|2.84|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.08 (VCP 参考: VCP-D, Score: 1.41) ***
2025-11-14 23:49:36|2025-11-14|breakout_a|603051|鹿山新材|23.17|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.15 (VCP 参考: VCP-C, Score: 2.33) ***
2025-11-14 23:49:36|2025-11-14|breakout_a|603222|济民健康|11.85|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.77 (VCP 参考: VCP-B, Score: 2.51) ***
2025-11-14 23:51:46|2025-11-14|rebound_a|000592|平潭发展|10.88|0|*** 止跌反弹买入信号触发 @ 10.88 ***; 主升浪高点: 9.43 (2025-11-05); 回调幅度: -15.38%; 买入仓位: 80%
2025-11-14 23:51:46|2025-11-14|rebound_a|002431|棕榈股份|2.93|0|*** 止跌反弹买入信号触发 @ 2.93 ***; 主升浪高点: 3.13 (2025-11-06); 回调幅度: 6.39%; 买入仓位: 80%
2025-11-14 23:51:46|2025-11-14|rebound_a|301232|飞沃科技|49.50|0|*** 止跌反弹买入信号触发 @ 49.50 ***; 主升浪高点: 53.90 (2025-11-06); 回调幅度: 8.16%; 买入仓位: 80%
2025-11-14 23:51:46|2025-11-14|rebound_a|603929|亚翔集成|54.29|0|*** 止跌反弹买入信号触发 @ 54.29 ***; 主升浪高点: 53.00 (2025-11-06); 回调幅度: -2.43%; 买入仓位: 80%
2025-11-17 23:49:49|2025-11-17|breakout_a|000564|供销大集|2.84|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.37 (VCP 参考: VCP-B, Score: 2.85) ***
2025-11-17 23:49:49|2025-11-17|breakout_a|002146|荣盛发展|1.88|0|买入信号: 回踩确认 (价格=1.88 在MA5±区间内 (+4.3%), VCP: VCP-C, Score: 2.20)
2025-11-17 23:49:49|2025-11-17|breakout_a|002242|九阳股份|11.57|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 0.79)
2025-11-17 23:49:49|2025-11-17|breakout_a|002370|亚太药业|8.89|0|买入信号: 止损纠错 (价格=8.89 在MA5±区间内 (+1.3%), VCP: VCP-D, Score: 0.97)
2025-11-17 23:49:49|2025-11-17|breakout_a|002846|英联股份|20.99|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.15 (VCP 参考: VCP-B, Score: 2.51) ***
